dip,Género,Provincia,Ciudad,Colegio,Administración del Colegio,Edad
6146144,MASCULINO,MURILLO,LA PAZ,MARIEN GARTEN,CONVENIO,33
6146213,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,35
6146264,FEMENINO,MURILLO,LA PAZ,MARIA IMACULADA,CONVENIO,32
6146406,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6146439,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6146623,MASCULINO,MURILLO,LA PAZ,SAN FRANCISCO,PRIVADA,39
6146819,MASCULINO,AROMA,LA PAZ,CEDEIN,PRIVADA,37
6146894,MASCULINO,MURILLO,LA PAZ,U.E FAB.,PRIVADA,38
6146927,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,31
6147007,FEMENINO,MURILLO,LA PAZ,MARISCAL ANDRES DE SANTA CRUZ,FISCAL,41
6147266,FEMENINO,MURILLO,LA PAZ,"TECNICO HUMANISTICO ""JOSE BALLIVIAN""",FISCAL,42
6147553,FEMENINO,RAFAEL BUSTILLOS,POTOSI,FUERZAS ARMADAS DE LA NACION,FISCAL,42
6147644,FEMENINO,MURILLO,LA PAZ,SAN IGNACIO,PRIVADA,32
6147735,MASCULINO,MURILLO,LA PAZ,FELIPE SEGUNDO GUZMAN,FISCAL,34
6147782,FEMENINO,MURILLO,LA PAZ,FRAY BERNARDINO DE CARDENAS,PRIVADA,33
6147888,MASCULINO,MURILLO,LA PAZ,DOMINGO SAVIO,CONVENIO,33
6147931,MASCULINO,MURILLO,LA PAZ,FRAY BERNARDINO DE CARDENAS,PRIVADA,33
6148158,FEMENINO,MURILLO,EL ALTO,ADRIAN CASTILLO NAVA,FISCAL,41
6148228,MASCULINO,MURILLO,LA PAZ,SANTA BARBARA,PRIVADA,33
6148602,FEMENINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA BOLIVIANO NORUEGO,PRIVADA,33
6148849,MASCULINO,SUD YUNGAS,LA PAZ,HUAYNA POTOSI,FISCAL,43
6148851,MASCULINO,MURILLO,LA PAZ,ESTEBAN BERTOLUSSO,PRIVADA,34
6149460,MASCULINO,SUD YUNGAS,HUANCANE,COL. NAL. MIXTO - IXIAMAS,FISCAL,38
6149683,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,27
6150098,MASCULINO,MURILLO,LA PAZ,JUAN FEDERICO ZUAZO,FISCAL,31
6150825,MASCULINO,MURILLO,LA PAZ,INDUSTRIAL FABRIL,PRIVADA,42
6150866,MASCULINO,MURILLO,LA PAZ,HOLANDES,FISCAL,43
6150988,MASCULINO,MURILLO,LA PAZ,MARIA IMACULADA,PRIVADA,41
6151116,MASCULINO,MURILLO,LA PAZ,ABRAHAM REYES,CONVENIO,39
6151496,MASCULINO,MURILLO,EL ALTO,COLEGIO PARTICULAR LUZ A LAS NACIONES,PRIVADA,34
6151515,FEMENINO,MURILLO,LA PAZ,U.E. AMERINST,PRIVADA,31
6151788,FEMENINO,MURILLO,LA PAZ,SANTO TOMAS,CONVENIO,38
6152123,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,34
6152645,MASCULINO,MURILLO,LA PAZ,ALCIDES ARGUEDAS,PRIVADA,37
6152904,FEMENINO,MURILLO,LA PAZ,DOMINGO FAUSTINO SARMIENTO,FISCAL,32
6153058,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,44
6153492,MASCULINO,MURILLO,LA PAZ,SANTA TERESA,PRIVADA,34
6154209,FEMENINO,MURILLO,LA PAZ,SANTISIMA TRINIDAD,PRIVADA,28
6154238,MASCULINO,MURILLO,LA PAZ,INGLES CATOLICO,PRIVADA,29
6154297,FEMENINO,OMASUYOS,LA PAZ,SANTO TOMAS FE Y ALEGRIA,CONVENIO,37
6154522,MASCULINO,MURILLO,LA PAZ,INSTITUTO DE EDUCACION INTEGRRAL SAN PATRICIO,PRIVADA,32
6154529,FEMENINO,MURILLO,LA PAZ,FRANCISCO DE MIRANDA,FISCAL,34
6154604,NO RESPONDE,MURILLO,LA PAZ,HUGO DAVILA B,FISCAL,37
6154712,MASCULINO,MURILLO,LA PAZ,DON BOSCO,CEMA,47
6154827,FEMENINO,MURILLO,LA PAZ,GERMAN BUSCH,FISCAL,30
6154871,MASCULINO,MURILLO,LA PAZ,SAGRADA FAMILIA,CONVENIO,33
6155748,FEMENINO,MURILLO,EL ALTO,"""25 DE JULIO"" SENKATA ""B""",FISCAL,29
6156588,MASCULINO,MURILLO,LA PAZ,SAN FERNANDO,PRIVADA,40
6156714,MASCULINO,MURILLO,LA PAZ,ELISA DE BALLIVIAN,FISCAL,36
6156740,MASCULINO,MURILLO,LA PAZ,ABRAHAM REYES,FISCAL,39
6156759,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6158026,MASCULINO,MURILLO,LA PAZ,MARIEN GARTEN,CONVENIO,29
6158341,MASCULINO,MURILLO,LA PAZ,ALFREDO VARGAS,FISCAL,40
6159567,FEMENINO,MURILLO,LA PAZ,LORETTO,PRIVADA,32
6159932,MASCULINO,MURILLO,EL ALTO,JESUS OBRERO,FISCAL,37
6160253,FEMENINO,MURILLO,LA PAZ,DORA SCHMIDT,FISCAL,41
6160460,FEMENINO,MURILLO,LA PAZ,IRENE NAVA DE CASTILLO,FISCAL,34
6160634,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,35
6160882,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,40
6161172,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,33
6161498,MASCULINO,MURILLO,LA PAZ,LA SALLE,CONVENIO,32
6161951,FEMENINO,MURILLO,LA PAZ,DAMIAN DE VEUSTER SS.CC.,CONVENIO,41
6162446,MASCULINO,MURILLO,LA PAZ,DON BOSCO,FISCAL,42
6162540,MASCULINO,MURILLO,LA PAZ,COL. NACIONAL MIXTO COPACABANA,FISCAL,39
6163218,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,FISCAL,29
6164118,FEMENINO,MURILLO,LA PAZ,SAN FRANCISCO DE LA TERCERA ORDEN FRANCISCANA,PRIVADA,16
6164482,MASCULINO,MURILLO,LA PAZ,LA PAZ,CONVENIO,38
6164695,MASCULINO,MURILLO,LA PAZ,SAN IGNACIO,PRIVADA,33
6164781,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6164864,MASCULINO,MURILLO,LA PAZ,MONTSERRAT COLLEGE,PRIVADA,33
6164901,MASCULINO,MURILLO,LA PAZ,JOSE MANUEL PANDO,FISCAL,43
6165595,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,33
6165687,MASCULINO,MURILLO,LA PAZ,DON BOSCO,CONVENIO,31
6165850,MASCULINO,MURILLO,LA PAZ,ITALO BOLIVIANO CRISTOFORO COLOMBO,PRIVADA,33
6166172,MASCULINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA HORIZONTES,FISCAL,30
6166537,MASCULINO,MURILLO,LA PAZ,DON BOSCO EL PRADO,CONVENIO,31
6166808,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6166822,MASCULINO,MURILLO,LA PAZ,"DON BOSCO ""EL PRADO""",PRIVADA,34
6166983,MASCULINO,MURILLO,LA PAZ,MARISCAL SUCRE,FISCAL,44
6167222,FEMENINO,MURILLO,LA PAZ,SAN IGNACIO,PRIVADA,32
6167313,MASCULINO,MURILLO,LA PAZ,DORA SCHMIDT,FISCAL,36
6167332,MASCULINO,MURILLO,LA PAZ,RVDO. PADRE ESTEBAN BERTOLUSSO,PRIVADA,36
6167404,MASCULINO,MURILLO,LA PAZ,SANTA ANA,PRIVADA,32
6167607,MASCULINO,MURILLO,LA PAZ,IRENE NAVA DE CASTILLO,FISCAL,34
6167695,FEMENINO,MURILLO,LA PAZ,SANTA MARIA CENAFI,PRIVADA,34
6168494,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6168600,MASCULINO,MURILLO,LA PAZ,AMORETTI,PRIVADA,28
6168742,FEMENINO,CARANAVI,LA PAZ,LUIS ALBERTO PABON,FISCAL,29
6168798,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6168961,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA AMERICA I,PRIVADA,31
6168980,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,26
6169036,MASCULINO,MURILLO,LA PAZ,"UNIDAD EDUCATIVA ""SAN ANDRES""",CONVENIO,32
6169320,MASCULINO,MURILLO,LA PAZ,ADOLFO COSTA DU RELS,FISCAL,35
6169410,MASCULINO,MURILLO,LA PAZ,SAN SIMON DE AYACUCHO,FISCAL,33
6169680,MASCULINO,MURILLO,LA PAZ,COLEGIO BOLIVIANO ISRAELITA,PRIVADA,30
6169712,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,CONVENIO,30
6170708,MASCULINO,OROPEZA,SUCRE,SAN CALIXTO,PRIVADA,40
6171182,MASCULINO,MURILLO,LA PAZ,SAN FRANCISCO,PRIVADA,39
6171514,MASCULINO,MURILLO,LA PAZ,U. E. NICEFORO ROJAS,FISCAL,31
6171734,MASCULINO,MURILLO,LA PAZ,INSTITUTO DOMINGO SAVIO,CONVENIO,30
6172349,NO RESPONDE,MURILLO,LA PAZ,CENTRO EDUCATIVO PRIVADO KARL ALEXANDER,PRIVADA,34
6172470,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6172495,MASCULINO,MURILLO,LA PAZ,HOLANDES,FISCAL,34
6172574,FEMENINO,MURILLO,LA PAZ,U.E. LA MERCED,FISCAL,42
6172772,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6173394,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,31
6174466,FEMENINO,MURILLO,LA PAZ,DON BOSCO,CONVENIO,31
6174475,MASCULINO,MURILLO,LA PAZ,VIDA NUEVA,CONVENIO,33
6174865,MASCULINO,MURILLO,LA PAZ,BOLIVIANO NORUEGO,CONVENIO,39
6174883,FEMENINO,ANDRES IBAAEZ,SANTA CRUZ,MAX VALDIVIA,CONVENIO,31
6174972,MASCULINO,MURILLO,LA PAZ,LUIS ESPINAL CAMPS,FISCAL,34
6175034,MASCULINO,MURILLO,LA PAZ,"TEC. HUM. MCAL. ""JOSE BALLIVIAN""",FISCAL,29
6175522,FEMENINO,MURILLO,LA PAZ,INSTITUTO BAUTISTA CANADIENSE,PRIVADA,35
6175698,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,32
6176003,FEMENINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA PRIVADA SAN MATIAS,PRIVADA,33
6176088,MASCULINO,ANTONIO QUIJARRO,UYUNI,LICEO MILITAR,PRIVADA,34
6176283,MASCULINO,MURILLO,LA PAZ,MERCEDES BELZU DE DORADO,FISCAL,38
6176332,FEMENINO,MURILLO,LA PAZ,VIRGEN DE COPACABANA,PRIVADA,32
6176461,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,29
6176529,MASCULINO,MURILLO,LA PAZ,SAN MARTIN DE PORRES DON BOSCO,CONVENIO,36
6176783,FEMENINO,MURILLO,EL ALTO,U.E. SIMON BOLIVAR,FISCAL,38
6176794,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,29
6177075,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6177495,MASCULINO,MURILLO,LA PAZ,MARISCAL ANDRES DE SANTA CRUZ,FISCAL,40
6177619,MASCULINO,MURILLO,LA PAZ,SIMON BOLIVAR,FISCAL,40
6177816,MASCULINO,MURILLO,LA PAZ,NAL. GERMAN BUSCH,FISCAL,37
6177926,MASCULINO,MURILLO,LA PAZ,SANTO TOMAAS,CONVENIO,36
6177930,FEMENINO,MURILLO,LA PAZ,SERGIO ALMARAZ DE FE Y ALEGRIA,FISCAL,33
6178204,MASCULINO,MURILLO,LA PAZ,UNION EUROPEO,FISCAL,39
6178243,MASCULINO,MURILLO,LA PAZ,LA SALLE,PRIVADA,30
6178363,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6178512,MASCULINO,MURILLO,LA PAZ,JOSE CARRASCO TORRICO,FISCAL,32
6178601,MASCULINO,MURILLO,LA PAZ,COLEGIO NACIONAL TECNICO HUMANISTICO FRANZ TAMAYO,FISCAL,34
6178623,MASCULINO,MURILLO,LA PAZ,GERMAN BUSCH,FISCAL,38
6178662,MASCULINO,MURILLO,LA PAZ,SAN IGNACIO,PRIVADA,29
6178799,MASCULINO,MURILLO,LA PAZ,GUAALBERTO VILLARROEL,FISCAL,28
6179988,MASCULINO,MURILLO,LA PAZ,U. E. P. SAN JOSE,PRIVADA,32
6180655,MASCULINO,MURILLO,LA PAZ,ALFREDO VARGAS,FISCAL,32
6181274,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,30
6182120,MASCULINO,MURILLO,EL ALTO,6 DE JUNIO C,FISCAL,30
6182146,MASCULINO,MURILLO,LA PAZ,HUMBERTO QUEZADA ARCE,FISCAL,35
6182176,MASCULINO,MURILLO,LA PAZ,HMNA. QUINTINA PEREZ,FISCAL,37
6182340,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,CONVENIO,32
6182943,MASCULINO,GUALBERTO VILLARROEL,LA PAZ,LA SALLE,CONVENIO,32
6183257,FEMENINO,MURILLO,LA PAZ,SAN IGNACIO,PRIVADA,29
6183768,MASCULINO,MURILLO,LA PAZ,ADVENTISTA MIRAFLORES,PRIVADA,37
6183831,MASCULINO,MURILLO,LA PAZ,INSTITUTO ADVENTISTA LOS ANDES,PRIVADA,36
6185094,FEMENINO,MANCO KAPAC,LA PAZ,LICEO VENEZUELA,FISCAL,35
6185105,MASCULINO,MURILLO,LA PAZ,SANTA ANA,PRIVADA,31
6185306,MASCULINO,INGAVI,VIACHA,JOSE BALLIVIAN,FISCAL,43
6185752,MASCULINO,MURILLO,LA PAZ,TECNICO JOSE BALLIVIAN,FISCAL,38
6185864,MASCULINO,MURILLO,EL ALTO,CARLOS ANDRES PEREZ,FISCAL,44
6186028,MASCULINO,MURILLO,LA PAZ,BOLIVIA II,FISCAL,39
6186296,MASCULINO,LOS ANDES,PUCARANI,"U.E. ""FRANZ TAMAYO""",FISCAL,35
6186841,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6188754,MASCULINO,MURILLO,LA PAZ,SANTO TOMAS FE Y ALEGRIA,FISCAL,38
6189483,MASCULINO,SUD YUNGAS,LA PAZ,COL. TEC. HUM.AGROP. SAPECHO B,FISCAL,34
6189563,MASCULINO,MURILLO,LA PAZ,C.E.A. LA PAZ DON BOSCO,PRIVADA,39
6189658,MASCULINO,MURILLO,LA PAZ,HUGO DAVILA,FISCAL,35
6189812,MASCULINO,MURILLO,LA PAZ,U.E. 6 DE JUNIO,FISCAL,38
6191014,MASCULINO,MURILLO,LA PAZ,SAN ANDRES,CONVENIO,33
6191279,MASCULINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA FUERZA AEREA BOLIVIANA,PRIVADA,33
6191431,MASCULINO,MURILLO,LA PAZ,FUERSAS ARMADAS DE LA NACION,FISCAL,39
6191506,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,34
6191545,MASCULINO,MURILLO,LA PAZ,DON BOSCO,FISCAL,35
6193101,MASCULINO,CHIQUITOS,SAN JOSE DE CHIQUITOS,U. E. SAGRADOS CORAZONES A,PRIVADA,31
6193265,MASCULINO,MURILLO,LA PAZ,NACIONAL MIXTO TOPATER,FISCAL,39
6193488,MASCULINO,MURILLO,LA PAZ,LIBERTADORES DE AMERICA,PRIVADA,32
6193584,FEMENINO,SUD YUNGAS,CHULUMANI,REPUBLICA DE FRANCIA,FISCAL,28
6193585,MASCULINO,MURILLO,LA PAZ,REPUBLICA DE FRANCIA,FISCAL,31
6194973,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6195218,MASCULINO,MURILLO,LA PAZ,SAN JOSE,PRIVADA,31
6196686,FEMENINO,LARECAJA,PUEBLO SANTA ROSA DE MAPIRI,SANTA ROSA,FISCAL,40
6196904,FEMENINO,MURILLO,LA PAZ,HORIZONTES,PRIVADA,34
6197386,FEMENINO,MURILLO,LA PAZ,UNIDAD EDUATIVA DEL EJERCITO,PRIVADA,31
6198675,MASCULINO,MURILLO,LA PAZ,COLEGIO CALVERT,PRIVADA,32
6198696,FEMENINO,MURILLO,LA PAZ,FRAY BERNARDINO DE CARDENAS,PRIVADA,33
6198806,MASCULINO,MURILLO,LA PAZ,MARIEN GARTEN,CONVENIO,30
6198808,FEMENINO,MURILLO,LA PAZ,COL NAL. MIXTO. SIMON BOLIVAR,FISCAL,33
6198878,FEMENINO,MURILLO,LA PAZ,DON BOSCO,CONVENIO,32
6198970,MASCULINO,NOR YUNGAS,TAYPI PLAYA,ITURRALDE,FISCAL,40
6199191,MASCULINO,MURILLO,LA PAZ,INST. ADVENTISTA LOS ANDES,PRIVADA,29
6199346,FEMENINO,MURILLO,LA PAZ,"HUGO DAVILA ""A""",FISCAL,41
6199401,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,32
6199797,FEMENINO,MURILLO,LA PAZ,RAFAEL PABON CUEVAS,FISCAL,43
6199860,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,31
6222005,MASCULINO,OTRO,ORURO,INTERNACIONAL DE LA SIERRA,PRIVADA,31
6245708,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6248205,FEMENINO,ANDRES IBANEZ,SANTA CRUZ DE LA SIERRA,CARDENAL CUSHING,PRIVADA,33
6253397,MASCULINO,OTRO,ORURO,AMERICA FE Y ALEGRIA,CONVENIO,42
6348738,MASCULINO,CHIQUITOS,ROBORE,COLEGIO AMERICA,FISCAL,35
6544790,MASCULINO,MURILLO,LA PAZ,SAN IGNACIO,PRIVADA,30
6564643,MASCULINO,BUSTILLO,LLALLAGUA,SIGLO XX AMERICA,FISCAL,43
6590611,FEMENINO,FRIAS,POTOSI,SANTA MARIA,PRIVADA,33
6593915,FEMENINO,ANTONIO QUIJARRO,CHACALA,TOMAS FRIAS,FISCAL,36
6593984,MASCULINO,SUD CHICAS,POTOSI,GREGORIO PACHECO,FISCAL,32
6595624,MASCULINO,SUD CHICAS,TUPIZA,COLEGIO,FISCAL,31
6599865,MASCULINO,MURILLO,LA PAZ,ASPIAZU,CEMA,34
6623823,MASCULINO,MURILLO,LA PAZ,INGLES SANTA EUFRASIA,PRIVADA,31
6623902,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6623937,FEMENINO,SUD CHICAS,TUPIZA,COLEGIO NACIONAL MIXTO ESMORACA,FISCAL,34
6648889,MASCULINO,MURILLO,LA PAZ,INGLES CATOLICO,PRIVADA,27
6676010,MASCULINO,MODESTO OMISTE,VILLAZON,NACIONAL MIXTO 9 DE ABRIL,FISCAL,35
6680455,FEMENINO,TOMAS FRIAS,POTOSI,LICEO DE SENORITAS,FISCAL,33
6683262,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6705072,MASCULINO,TOMAS FRIAS,POTOSI,VILIROCO,FISCAL,38
6709504,MASCULINO,SUD CHICAS,ATOCHA,CHICHAS,FISCAL,34
6714168,MASCULINO,SUD CHICAS,TUPIZA,SANTA ANA,CONVENIO,34
6717319,MASCULINO,RAFAEL BUSTILLOS,POTOSI,SIGLO XX AMERICA,FISCAL,38
6720456,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,28
6720486,MASCULINO,MURILLO,LA PAZ,INSTITUTO DE EDUCACIAA2N BANCARIA,PRIVADA,33
6720788,MASCULINO,MURILLO,LA PAZ,INSTITUTO ADVENTISTA LOS ANDES,PRIVADA,35
6720882,MASCULINO,MURILLO,LA PAZ,SANTISIMA TRINIDAD,PRIVADA,32
6720996,MASCULINO,MURILLO,LA PAZ,SAGRADOS CORAZONES,PRIVADA,40
6721512,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,CONVENIO,33
6721603,MASCULINO,MURILLO,LA PAZ,DON BOSCO,CONVENIO,38
6721786,MASCULINO,MURILLO,LA PAZ,SIMON BOLIVAR,FISCAL,41
6721796,FEMENINO,MURILLO,LA PAZ,INGLES CATOLICO,PRIVADA,30
6722158,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,CONVENIO,34
6722232,FEMENINO,MURILLO,LA PAZ,INGLES CATOLICO,PRIVADA,35
6722921,FEMENINO,MURILLO,LA PAZ,U.E. JUAN PABLO II,FISCAL,32
6722959,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,38
6723086,FEMENINO,MURILLO,LA PAZ,COLEGIO INTERNACIONAL DEL SUR,PRIVADA,28
6723269,FEMENINO,MURILLO,LA PAZ,VIDA NUEVA,CONVENIO,33
6723295,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,32
6723648,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,31
6723882,MASCULINO,MURILLO,LA PAZ,MONTSERRAT,PRIVADA,38
6724288,FEMENINO,PACAJES,LA PAZ,U. E. HOLANDA,FISCAL,42
6725281,FEMENINO,MURILLO,LA PAZ,SAN LUIS,FISCAL,29
6725372,MASCULINO,MURILLO,LA PAZ,TOPATER,FISCAL,30
6725440,MASCULINO,INGAVI,LA PAZ,NAC.,FISCAL,39
6725612,MASCULINO,PACAJES,COROCORO,JUAN LECHIN OQUENDO,CEMA,37
6725745,MASCULINO,MURILLO,LA PAZ,NATALIA PALACIOS,FISCAL,32
6725882,MASCULINO,MURILLO,LA PAZ,IGNACIO CALDERON,FISCAL,37
6725944,FEMENINO,MURILLO,LA PAZ,"UNIDAD EDUCATIVA ""HOLANDA""",FISCAL,39
6725971,MASCULINO,MURILLO,LA PAZ,JESUS OBRERO,FISCAL,36
6726076,MASCULINO,MURILLO,LA PAZ,PANTALEON DALENCE,PRIVADA,34
6726160,MASCULINO,MURILLO,EL ALTO,COLEGIO ADVENTISTA FRANZ TAMAYO,PRIVADA,33
6726283,MASCULINO,MURILLO,LA PAZ,DORA SCHMIDT,FISCAL,31
6726316,MASCULINO,MURILLO,LA PAZ,ANTONIO DIAZ VILLAMIL,FISCAL,34
6726381,FEMENINO,MURILLO,LA PAZ,U.E NACIONAL MIXTO COPACABANA,FISCAL,34
6726404,MASCULINO,MURILLO,LA PAZ,GERMAN BUCH,FISCAL,38
6726630,MASCULINO,MURILLO,LA PAZ,I.E. SAN FERNANDO,PRIVADA,30
6726648,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,38
6727124,MASCULINO,MURILLO,LA PAZ,UEP SAL JOSE,FISCAL,39
6727221,MASCULINO,MURILLO,LA PAZ,BOLIVIAN HIGH SCHOOL,PRIVADA,37
6727472,MASCULINO,MURILLO,LA PAZ,ACHACHICALA,FISCAL,36
6728224,MASCULINO,MURILLO,LA PAZ,SAN SIMON DE AYACUCHO,FISCAL,33
6728379,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,40
6728390,MASCULINO,MURILLO,LA PAZ,ELIZARDO PEREZ,FISCAL,38
6728458,FEMENINO,MURILLO,LA PAZ,HNO PACIFICO FELETTI,CONVENIO,37
6728494,MASCULINO,MURILLO,LA PAZ,AMOR DE DIOS,PRIVADA,32
6728517,NO RESPONDE,MURILLO,LA PAZ,ANTONIO DIAZ VILLAMIL,FISCAL,38
6728613,MASCULINO,MURILLO,LA PAZ,SANTISIMA TRINIDAD,PRIVADA,34
6729078,MASCULINO,INQUISIVI,COLQUIRI,UNIDAD EDUCATIVA,CONVENIO,36
6729184,FEMENINO,MURILLO,EL ALTO,BICENTENARIO SIMON BOLIVAR,FISCAL,39
6729357,MASCULINO,MURILLO,LA PAZ,DON BOSCO,FISCAL,32
6729701,MASCULINO,MURILLO,LA PAZ,ESCUELA INDUSTRIAL SUPERIOR PEDRO DOMINGO MURILLO,FISCAL,36
6729721,MASCULINO,MURILLO,EL ALTO,NAZARENO BASIL MILLER,PRIVADA,33
6729946,FEMENINO,OTRO,LA PAZ,HOLANDES,FISCAL,38
6730301,MASCULINO,MURILLO,LA PAZ,"HUGO DAVILA ""B""",FISCAL,33
6730419,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,CONVENIO,31
6730470,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA DOMINGO SAVIO,PRIVADA,34
6730602,FEMENINO,MURILLO,LA PAZ,LICEO LA PAZ,FISCAL,37
6730617,MASCULINO,MURILLO,LA PAZ,SAN LUIS,FISCAL,37
6730700,FEMENINO,MURILLO,LA PAZ,HEROES DEL PACIFICO,FISCAL,34
6730815,MASCULINO,MURILLO,LA PAZ,MARIA IMACULADA,PRIVADA,30
6730942,MASCULINO,MURILLO,LA PAZ,PUERTO DE MEJILLONES,FISCAL,39
6731088,MASCULINO,MURILLO,LA PAZ,SAGRADOS CORAZONES,CEMA,43
6731492,MASCULINO,MODESTO OMISTE,VILLAZON,AVE MARIA,PRIVADA,32
6731520,FEMENINO,MURILLO,EL ALTO,GERMAN BUSCH,PRIVADA,38
6731660,MASCULINO,MURILLO,EL ALTO,PRINCIPE DE LUZ,PRIVADA,30
6731708,MASCULINO,MURILLO,LA PAZ,COL. EXPERIMENTAL HUGO DAAVILA,FISCAL,35
6731860,MASCULINO,MURILLO,LA PAZ,U.E.E HERNANDO SILES,FISCAL,35
6732068,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6732113,FEMENINO,MURILLO,LA PAZ,24 DE JUNIO,FISCAL,38
6732725,MASCULINO,MURILLO,LA PAZ,REPUBLICA DE COLOMBIA,FISCAL,39
6732899,MASCULINO,NOR YUNGAS,CORIPATA,FRANZ TAMAYO,FISCAL,28
6733048,MASCULINO,MURILLO,LA PAZ,SIMON BOLIVAR,FISCAL,39
6733106,MASCULINO,SUD YUNGAS,IRUPANA,SAN JAVIER,FISCAL,39
6733281,MASCULINO,MURILLO,LA PAZ,EXP. HUGO DAVILA,FISCAL,32
6733552,MASCULINO,MURILLO,LA PAZ,BOLIVIANO NORUEGO,PRIVADA,39
6733602,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,41
6733722,MASCULINO,MURILLO,EL ALTO,C.E.A. JUAN LECHIN OQUENDO,FISCAL,39
6733767,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,35
6734043,FEMENINO,MURILLO,LA PAZ,SANTA TERESA,PRIVADA,32
6734139,NO RESPONDE,MURILLO,EL ALTO,CORAZON DE MARIA,PRIVADA,39
6734237,MASCULINO,MURILLO,EL ALTO,SANTA MARIA DE LOS ANGELES,FISCAL,40
6735022,MASCULINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,28
6735461,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,34
6735664,MASCULINO,AVAROA,CHALLAPATA,IGNACIO CALDERON,FISCAL,38
6735835,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,40
6735920,MASCULINO,MURILLO,LA PAZ,PARTICULAR BOLIVIA 1,PRIVADA,35
6736082,MASCULINO,MUNECAS,LA PAZ,UNIDAD EDUCATIVA,FISCAL,36
6736160,MASCULINO,MURILLO,LA PAZ,SAINT PAUL,PRIVADA,31
